timestamp,emg_value_sensor1,emg_value_sensor2,emg_value_sensor3,emg_value_sensor4
1734650825.1301978,19,49,50,3
1734650825.1302874,19,49,49,3
1734650825.1303792,18,45,47,3
1734650825.1304617,18,43,52,3
1734650825.1305454,19,51,63,3
1734650825.1306312,19,47,64,3
1734650825.1307147,20,44,66,3
1734650825.1308236,21,52,64,3
1734650825.1309068,21,49,60,3
1734650825.13099,21,45,58,3
1734650825.1310728,21,43,56,3
1734650825.1311567,21,40,65,3
1734650825.131239,22,39,66,3
1734650825.131323,22,37,64,3
1734650825.131399,25,46,63,2
1734650825.131474,25,50,66,3
1734650825.1315506,27,45,70,3
1734650825.1316304,27,42,70,3
1734650825.1317065,26,39,68,3
1734650825.131788,26,37,72,3
1734650825.1318645,31,35,72,3
1734650825.1319404,37,33,72,4
1734650825.1320164,36,32,70,4
1734650825.1320922,41,30,75,4
1734650825.1321685,54,29,81,6
1734650825.1322463,56,34,81,6
1734650825.1323225,54,37,82,6
1734650825.1323974,52,33,80,6
1734650825.1324677,54,33,81,7
1734650825.132538,65,31,79,7
1734650825.1326087,64,30,78,7
1734650825.1326797,66,30,74,8
1734650825.13275,66,28,71,8
1734650825.132827,69,27,71,9
1734650825.1329033,70,28,71,10
1734650825.1329758,66,27,73,8
1734650825.1330533,67,38,101,9
1734650825.1331308,66,41,116,8
1734650825.1332076,65,41,111,8
1734650825.133284,66,38,112,9
1734650825.1333673,74,35,117,16
1734650825.133449,73,34,117,14
1734650825.133527,72,39,116,13
1734650825.1336045,71,37,114,13
1734650825.133682,65,39,110,12
1734650825.1337597,64,38,111,13
1734650825.1338432,63,39,128,12
1734650825.133921,66,38,123,11
1734650825.1339982,69,42,120,10
1734650825.1340706,73,39,116,9
1734650825.1341481,72,38,122,10
1734650825.134225,67,35,115,11
1734650825.1343026,63,32,115,10
1734650825.134376,59,39,118,9
1734650825.134449,59,37,117,8
1734650825.1345167,59,37,122,7
1734650825.1345844,57,41,130,7
1734650825.1346524,58,47,140,7
1734650825.1347203,61,43,131,7
1734650825.1347911,64,40,126,6
1734650825.1348636,60,37,123,10
1734650825.134931,58,39,130,9
1734650825.1349988,52,41,128,8
1734650825.1350665,50,39,129,8
1734650825.135134,54,36,130,7
1734650825.1352026,58,51,124,6
1734650825.1352708,55,49,122,6
1734650825.1353376,54,46,123,6
1734650825.1354048,53,44,119,9
1734650825.135473,49,44,123,8
1734650825.135539,50,40,115,8
1734650825.1355617,54,38,120,9
1734650825.1355846,50,39,113,8
1734650825.1356077,46,38,109,8
1734650825.135631,44,49,132,7
1734650825.135655,47,50,124,6
1734650825.1356778,46,46,114,6
1734650825.1357033,50,42,112,6
1734650825.1357267,49,40,111,7
1734650825.1357496,45,38,106,8
1734650825.1357746,47,39,106,8
1734650825.135798,47,45,105,7
1734650825.1358213,47,47,111,6
1734650825.1358483,46,45,111,6
1734650825.1358736,45,41,109,5
1734650825.1358967,44,45,105,5
1734650825.13592,48,47,100,5
1734650825.135943,49,52,106,5
1734650825.1359656,46,50,103,5
1734650825.1359887,48,47,102,6
1734650825.1360118,48,43,106,6
1734650825.136035,44,42,106,5
1734650825.1360607,47,39,119,6
1734650825.1360872,46,42,123,5
1734650825.1361103,43,40,121,5
1734650825.1361337,42,42,114,4
1734650825.1361582,46,41,107,4
1734650825.136182,50,37,112,5
1734650825.1362062,50,37,113,5
1734650825.1362317,49,39,117,8
1734650825.136255,48,38,116,7
1734650825.1408153,45,40,115,7
1734650825.1507897,42,42,117,6
1734650825.1607409,43,43,112,6
1734650825.170648,44,50,120,5
1734650825.1806257,41,55,141,5
1734650825.1905832,40,55,138,4
1734650825.20069,40,52,135,4
1734650825.2105792,42,48,129,5
1734650825.2206223,40,45,118,6
1734650825.231099,38,48,122,6
1734650825.2410948,37,49,127,5
1734650825.2512515,38,50,125,5
1734650825.2609396,38,54,116,5
1734650825.2710156,35,58,124,4
1734650825.2811005,33,61,124,4
1734650825.2910783,34,60,128,4
1734650825.301151,35,61,126,4
1734650825.3110533,40,59,118,5
1734650825.32103,44,57,114,6
1734650825.3310726,42,52,105,6
1734650825.3409827,40,50,102,5
1734650825.3509169,36,48,99,5
1734650825.3608186,38,45,96,5
1734650825.3708308,37,48,97,5
1734650825.3810601,35,69,110,5
1734650825.390721,43,68,109,5
1734650825.400966,44,62,110,5
1734650825.410993,43,60,103,7
1734650825.420871,43,64,103,6
1734650825.430965,43,58,111,6
1734650825.4410071,41,57,106,6
1734650825.4509888,38,53,109,5
1734650825.460975,37,53,119,5
1734650825.4709616,36,51,122,4
1734650825.4809973,38,47,125,4
1734650825.4909673,36,48,116,4
1734650825.5010242,35,45,123,5
1734650825.5110672,32,43,115,7
1734650825.5209668,32,41,109,6
1734650825.5307312,31,42,110,6
1734650825.5408397,34,41,115,5
1734650825.550975,35,39,114,5
1734650825.560928,37,47,115,4
1734650825.5709403,38,45,112,4
1734650825.580738,43,48,109,4
1734650825.5909173,42,46,110,5
1734650825.6009667,39,45,111,5
1734650825.610904,39,44,107,5
1734650825.6206813,36,44,99,5
1734650825.6309578,36,46,103,6
