timestamp,emg_value_sensor1,emg_value_sensor2,emg_value_sensor3,emg_value_sensor4
1734655448.41428,16,34,83,3
1734655448.4143865,16,33,80,3
1734655448.414494,16,31,74,3
1734655448.414595,15,29,71,3
1734655448.4146934,16,27,69,3
1734655448.4148288,17,27,64,3
1734655448.414927,16,31,68,3
1734655448.4150276,16,33,67,3
1734655448.4151208,17,31,65,3
1734655448.4152105,16,36,65,3
1734655448.4153,17,33,68,3
1734655448.415391,18,31,64,3
1734655448.4154816,20,39,63,3
1734655448.4155717,21,44,74,3
1734655448.415661,21,41,78,3
1734655448.4157517,23,38,92,3
1734655448.4158483,26,43,88,3
1734655448.4159381,34,39,85,3
1734655448.416027,34,44,85,3
1734655448.4161193,48,55,83,4
1734655448.416201,54,56,83,8
1734655448.4162838,57,52,86,9
1734655448.4163668,54,48,93,8
1734655448.416457,62,49,123,9
1734655448.416547,58,47,135,8
1734655448.416638,62,47,127,8
1734655448.4167273,62,51,141,8
1734655448.4168282,60,53,170,13
1734655448.416925,59,54,195,12
1734655448.4170218,63,57,245,11
1734655448.4171174,61,63,235,10
1734655448.4172175,61,72,227,10
1734655448.4173002,57,67,222,9
1734655448.4173832,51,65,233,8
1734655448.4174657,60,62,245,8
1734655448.4175491,58,61,238,8
1734655448.4176328,57,60,235,8
1734655448.4177155,61,67,218,9
1734655448.4178042,57,66,217,8
1734655448.4178867,58,62,211,8
1734655448.4179697,56,57,203,8
1734655448.4180534,56,58,190,7
1734655448.4181304,51,59,186,7
1734655448.4182074,53,61,188,7
1734655448.4182858,51,59,182,6
1734655448.4183695,54,61,192,12
1734655448.418452,53,68,209,12
1734655448.418535,66,68,200,11
1734655448.4186184,64,82,200,10
1734655448.4187026,68,79,207,10
1734655448.4187908,63,77,202,10
1734655448.4188683,61,91,198,9
1734655448.4189508,57,94,187,10
1734655448.4190297,56,98,175,8
1734655448.419105,67,96,167,8
1734655448.4191778,64,93,173,7
1734655448.4192505,59,95,167,7
1734655448.419323,56,91,172,6
1734655448.4193945,52,85,172,6
1734655448.4194667,50,77,183,6
1734655448.4195392,54,75,170,6
1734655448.4196112,49,76,187,5
1734655448.419683,52,78,183,5
1734655448.4197562,50,74,178,6
1734655448.4199245,58,74,171,5
1734655448.4200027,56,73,155,6
1734655448.4200761,53,68,161,5
1734655448.420149,54,63,156,5
1734655448.420223,50,64,150,5
1734655448.4202912,46,73,147,5
1734655448.4203591,44,66,134,4
1734655448.4204285,54,75,127,5
1734655448.420497,55,74,145,5
1734655448.4205277,52,72,142,4
1734655448.42055,47,67,135,4
1734655448.4205728,43,60,123,4
1734655448.4205952,44,83,142,7
1734655448.420619,58,93,147,7
1734655448.420641,56,89,159,6
1734655448.4206672,51,83,151,6
1734655448.4206915,46,75,140,6
1734655448.4207172,44,67,127,5
1734655448.4207535,52,72,129,5
1734655448.420782,54,75,126,5
1734655448.4208088,52,72,124,5
1734655448.4208333,49,65,120,4
1734655448.420861,45,64,123,4
1734655448.4208844,43,67,135,4
1734655448.4209113,41,64,151,4
1734655448.4209423,51,61,152,5
1734655448.4209664,51,55,141,5
1734655448.420994,48,61,136,5
1734655448.4210174,49,69,138,5
1734655448.4210405,47,69,135,4
1734655448.4210656,43,70,126,4
1734655448.4210896,42,65,138,4
1734655448.4211135,43,60,129,4
1734655448.4211423,44,55,121,4
1734655448.4211652,40,56,114,5
1734655448.4211888,46,58,111,5
1734655448.4212124,44,60,119,5
1734655448.4240215,40,57,120,4
1734655448.4339728,40,53,113,4
1734655448.4439847,40,50,111,4
1734655448.4538357,39,46,106,4
1734655448.464021,40,42,103,4
1734655448.4738972,42,39,105,4
1734655448.4838305,39,37,105,4
1734655448.4940913,37,45,113,4
1734655448.5043478,43,45,117,4
1734655448.5142548,43,42,112,4
1734655448.5242321,42,42,112,4
1734655448.534101,40,48,130,4
1734655448.5439663,38,55,132,4
1734655448.5542023,38,52,124,4
1734655448.5643268,37,51,117,4
1734655448.5741765,37,55,114,4
1734655448.584095,38,50,117,5
1734655448.5940514,36,47,119,6
1734655448.6041617,32,44,110,5
1734655448.6141872,38,73,114,7
1734655448.6241927,38,76,134,6
1734655448.634107,40,72,136,6
1734655448.6441765,37,64,124,5
1734655448.654216,34,58,113,5
1734655448.6641674,31,53,101,5
1734655448.6740463,31,48,92,4
1734655448.6841555,46,56,117,7
1734655448.6940746,51,63,127,7
1734655448.7040696,50,62,125,7
1734655448.7138765,46,57,118,6
1734655448.7241054,46,53,134,6
1734655448.734113,48,59,140,5
1734655448.7440758,48,62,146,5
1734655448.7541404,51,65,137,4
1734655448.764055,46,71,140,4
1734655448.7740502,45,67,135,4
1734655448.784026,45,62,123,5
1734655448.7939093,45,56,118,5
1734655448.8039765,45,51,124,6
1734655448.814018,52,46,117,6
1734655448.8239615,51,43,130,4
1734655448.8340592,49,42,136,5
1734655448.8439355,52,42,131,4
1734655448.8540423,53,43,141,4
1734655448.8639998,52,41,132,4
1734655448.874035,48,41,129,4
1734655448.8839743,44,40,129,4
1734655448.8941565,43,37,128,4
1734655448.9040482,39,36,123,3
1734655448.914008,38,34,127,5
1734655448.923982,38,47,153,6
