timestamp,emg_value_sensor1,emg_value_sensor2,emg_value_sensor3,emg_value_sensor4
1734656238.2073917,20,35,72,3
1734656238.2076168,20,33,67,3
1734656238.2078679,20,31,68,3
1734656238.208088,20,39,76,3
1734656238.2082944,19,57,77,3
1734656238.2084937,18,63,79,3
1734656238.2086926,17,66,92,3
1734656238.208902,16,66,93,3
1734656238.2093287,16,61,98,3
1734656238.209423,16,55,90,3
1734656238.2095072,15,51,84,3
1734656238.209592,14,47,83,3
1734656238.2096825,14,44,80,3
1734656238.2097664,14,63,78,3
1734656238.2098784,14,64,85,3
1734656238.2099626,14,58,79,3
1734656238.2100458,14,53,80,3
1734656238.21013,16,58,91,3
1734656238.2102146,15,56,88,3
1734656238.2102926,16,51,87,3
1734656238.2103698,16,58,83,3
1734656238.210447,16,61,80,3
1734656238.210525,19,55,88,3
1734656238.2106094,20,62,107,3
1734656238.2106922,20,62,107,3
1734656238.2107918,22,58,116,5
1734656238.210882,24,58,106,12
1734656238.2109718,26,57,100,11
1734656238.2110548,26,53,94,10
1734656238.2111375,41,51,97,15
1734656238.2112272,49,51,123,18
1734656238.2113118,50,49,151,18
1734656238.2113943,95,64,159,34
1734656238.2114828,105,71,161,36
1734656238.2115722,123,68,152,51
1734656238.2116606,118,68,212,53
1734656238.211749,138,64,222,84
1734656238.2118487,150,64,245,94
1734656238.2119386,135,59,310,84
1734656238.212027,127,55,286,73
1734656238.2121136,125,59,282,63
1734656238.2121973,117,71,297,54
1734656238.2122824,104,76,363,47
1734656238.2123601,93,75,365,41
1734656238.2124383,88,78,328,36
1734656238.212516,80,76,312,31
1734656238.2125933,87,83,321,27
1734656238.2126708,81,84,317,24
1734656238.212748,72,86,322,21
1734656238.2128422,69,90,313,27
1734656238.2129204,67,83,309,24
1734656238.2129977,71,76,314,21
1734656238.213075,76,70,311,21
1734656238.2131524,68,84,300,19
1734656238.2132294,65,90,317,17
1734656238.2133048,66,87,294,16
1734656238.2133775,69,82,276,14
1734656238.2134504,63,78,261,13
1734656238.2135231,71,86,298,17
1734656238.2135956,76,88,324,16
1734656238.2136683,74,86,328,20
1734656238.2137418,77,99,305,27
1734656238.2138295,71,98,305,29
1734656238.2139022,64,98,291,26
1734656238.2139814,65,106,276,22
1734656238.2140563,70,96,279,21
1734656238.2141292,75,87,279,23
1734656238.2142024,71,90,318,21
1734656238.2142773,63,91,313,18
1734656238.21435,59,91,309,17
1734656238.2144241,56,85,286,15
1734656238.214497,58,81,265,15
1734656238.21457,60,90,265,15
1734656238.214643,62,80,293,15
1734656238.2147164,63,75,284,16
1734656238.214801,58,72,259,14
1734656238.214875,55,84,263,12
1734656238.2149518,52,85,246,11
1734656238.2150254,49,77,232,10
1734656238.2150993,59,76,223,15
1734656238.2151728,62,72,210,13
1734656238.2152467,63,65,191,20
1734656238.2153199,68,65,175,19
1734656238.2153933,71,63,177,17
1734656238.2154667,69,71,178,15
1734656238.21554,70,79,176,13
1734656238.2156136,63,74,194,15
1734656238.215686,59,91,219,13
1734656238.2157595,65,93,201,13
1734656238.2158413,68,94,248,14
1734656238.2159145,76,88,235,15
1734656238.2159927,89,100,237,19
1734656238.2160711,90,107,277,19
1734656238.2161465,91,97,294,22
1734656238.2162206,83,95,296,20
1734656238.2162998,76,101,310,17
1734656238.2163527,73,112,299,15
1734656238.2163794,67,115,270,13
1734656238.2164063,64,142,272,12
1734656238.2164328,63,133,254,10
1734656238.2164598,61,124,249,11
1734656238.2196786,58,112,267,10
1734656238.2297633,55,122,272,9
1734656238.2398565,54,126,285,12
1734656238.249861,54,127,287,13
1734656238.2598188,52,126,262,13
1734656238.269799,57,135,254,14
1734656238.2798815,52,135,232,13
1734656238.2898777,48,128,227,11
1734656238.2998838,50,119,251,10
1734656238.310008,56,115,267,10
1734656238.3196425,58,134,271,9
1734656238.3297012,57,126,261,11
1734656238.339842,55,117,251,14
1734656238.3500028,51,108,246,12
1734656238.3600316,52,122,249,11
1734656238.3699713,49,126,293,11
1734656238.3799298,46,118,284,10
1734656238.3899713,45,106,277,9
1734656238.3999643,43,118,250,9
1734656238.4098516,44,124,231,8
1734656238.42001,47,121,227,12
1734656238.4300585,56,127,231,23
1734656238.4398847,50,125,224,22
1734656238.4500115,50,151,217,19
1734656238.459752,46,167,218,17
1734656238.469874,44,149,216,15
1734656238.4798505,44,139,224,13
1734656238.4899294,42,146,209,12
1734656238.4999442,47,135,194,11
1734656238.5097284,47,138,190,12
1734656238.5198824,53,140,206,11
1734656238.5299132,57,130,218,16
1734656238.5399623,59,130,220,15
1734656238.5500252,54,130,232,16
1734656238.5599868,49,137,249,15
1734656238.569977,45,147,252,14
1734656238.58,42,147,252,13
1734656238.5898569,44,131,243,12
1734656238.599669,42,126,219,11
1734656238.609598,45,126,212,12
1734656238.6195438,43,126,199,11
1734656238.6296248,41,124,277,12
1734656238.6397214,44,124,284,14
1734656238.649813,40,126,257,13
1734656238.6598492,41,139,250,15
1734656238.66983,39,138,243,15
1734656238.6797297,39,153,239,14
1734656238.6899388,41,161,225,13
1734656238.6998181,40,144,223,12
1734656238.7098744,37,135,212,11
