timestamp,emg_value_sensor1,emg_value_sensor2
1732000436.1063926,93,16
1732000436.1064832,91,16
1732000436.1065576,91,16
1732000436.1066387,87,16
1732000436.1067133,87,16
1732000436.1067934,85,16
1732000436.1068769,82,16
1732000436.1069615,81,16
1732000436.1070802,90,16
1732000436.1071916,95,16
1732000436.107275,97,16
1732000436.107364,98,16
1732000436.1074855,95,16
1732000436.1075814,91,16
1732000436.107738,106,16
1732000436.108076,109,16
1732000436.1082394,106,16
1732000436.1083221,99,16
1732000436.1084063,98,16
1732000436.1085062,96,16
1732000436.108619,97,16
1732000436.1087222,94,16
1732000436.1088097,111,16
1732000436.1089098,109,16
1732000436.109006,102,16
1732000436.1090956,97,16
1732000436.1092064,101,16
1732000436.109294,108,16
1732000436.1093857,103,16
1732000436.1094651,101,16
1732000436.1095536,103,16
1732000436.1096451,103,16
1732000436.109729,102,16
1732000436.109797,96,16
1732000436.1098635,91,16
1732000436.1099322,93,16
1732000436.1100564,91,16
1732000436.1101744,92,16
1732000436.1102877,94,16
1732000436.1103992,92,16
1732000436.110508,87,16
1732000436.110611,88,16
1732000436.110713,91,16
1732000436.1108167,89,16
1732000436.1108963,86,16
1732000436.1109717,96,16
1732000436.1110735,98,16
1732000436.1111922,95,16
1732000436.1112947,94,16
1732000436.1113966,90,16
1732000436.1114936,91,16
1732000436.111588,88,16
1732000436.1116688,88,16
1732000436.111728,90,16
1732000436.1117852,91,16
1732000436.1118422,89,16
1732000436.111898,86,16
1732000436.1119716,88,16
1732000436.1120303,95,16
1732000436.1120875,98,16
1732000436.1121645,95,16
1732000436.112223,94,16
1732000436.112279,93,16
1732000436.1123357,92,16
1732000436.1123908,91,16
1732000436.1124501,88,16
1732000436.1125057,87,16
1732000436.112565,88,16
1732000436.1126215,86,16
1732000436.1126776,86,16
1732000436.1127324,89,16
1732000436.1127882,88,16
1732000436.1128428,88,16
1732000436.1128993,89,16
1732000436.1129549,90,16
1732000436.1130106,90,16
1732000436.1130667,90,16
1732000436.1131592,86,16
1732000436.1132538,87,16
1732000436.1133163,95,16
1732000436.1133766,96,16
1732000436.1134365,96,16
1732000436.113498,93,16
1732000436.113558,91,16
1732000436.113619,89,16
1732000436.1136794,89,16
1732000436.1137397,85,16
1732000436.1138003,91,16
1732000436.1138616,90,16
1732000436.1139226,85,16
1732000436.113983,86,16
1732000436.1140435,87,16
1732000436.1141028,84,16
1732000436.1141837,81,16
1732000436.1142447,85,16
1732000436.1143055,85,16
1732000436.1143668,81,16
1732000436.114429,81,16
1732000436.1144903,80,16
1732000436.1145504,82,16
1732000436.1146102,85,16
1732000436.121325,87,16
1732000436.1313562,86,16
1732000436.1413844,89,16
1732000436.1513855,92,16
1732000436.161411,89,16
1732000436.1713588,85,16
1732000436.1814737,83,16
1732000436.191537,85,16
1732000436.201467,83,16
1732000436.2115147,83,16
1732000436.2216,81,16
1732000436.2314534,82,16
1732000436.2416737,85,16
1732000436.2514565,88,16
1732000436.2614365,86,16
1732000436.2714667,84,16
1732000436.2815597,80,16
1732000436.2915876,80,16
1732000436.3015835,86,16
1732000436.3116007,83,16
1732000436.321507,88,16
1732000436.3315732,93,16
1732000436.3416257,91,16
1732000436.351568,94,16
1732000436.361627,91,16
1732000436.3716366,86,16
1732000436.381761,97,16
1732000436.4118109,101,16
1732000436.411892,102,16
1732000436.411953,98,16
1732000436.4217467,97,16
1732000436.4317548,94,16
1732000436.4417892,95,16
1732000436.45176,95,16
1732000436.4618146,99,16
1732000436.4717994,95,16
1732000436.4818797,91,16
1732000436.4918723,87,16
1732000436.5018032,85,16
1732000436.5119038,93,16
1732000436.5218732,91,16
1732000436.5318313,88,16
1732000436.5421042,88,16
1732000436.55198,82,16
1732000436.5620108,84,16
1732000436.5718884,80,16
1732000436.5820735,77,16
1732000436.5919373,77,16
1732000436.6020343,83,16
1732000436.6119804,92,16
1732000436.6220226,95,16
1732000436.6321442,89,16
1732000436.6420887,89,16
1732000436.6521924,89,16
1732000436.6621008,87,16
1732000436.6720583,85,16
1732000436.6821902,85,16
1732000436.6922145,84,16
1732000436.7021387,87,16
1732000436.712229,92,16
1732000436.7221525,96,16
1732000436.732192,93,16
1732000436.742223,91,16
1732000436.7523103,86,16
1732000436.7622626,92,16
1732000436.7721891,88,16
1732000436.7823884,89,16
1732000436.7923598,90,16
1732000436.8022647,92,16
1732000436.8123538,91,16
1732000436.8223288,88,16
1732000436.8625567,101,16
1732000436.8626223,102,16
1732000436.862681,102,16
1732000436.8627322,97,16
1732000436.87244,95,16
1732000436.8824244,91,16
1732000436.8924441,92,16
1732000436.9023647,94,16
1732000436.9325418,107,16
1732000436.9326112,103,16
1732000436.9326696,99,16
1732000436.9426072,95,16
1732000436.9525242,97,16
1732000436.9625008,93,16
1732000437.012761,101,16
1732000437.0128634,107,16
1732000437.0129583,104,16
1732000437.013047,100,16
1732000437.013144,97,16
1732000437.0226903,93,16
1732000437.0328088,92,16
1732000437.0430503,89,16
1732000437.0528302,87,16
1732000437.0627985,88,16
1732000437.073056,91,16
1732000437.0828953,89,16
1732000437.0929685,88,16
1732000437.1031332,84,16
1732000437.1128201,87,16
1732000437.1227243,87,16
1732000437.1329057,88,16
1732000437.1430295,89,16
1732000437.1529458,88,16
1732000437.1628647,88,16
1732000437.172911,92,16
1732000437.1830513,93,16
1732000437.1930165,89,16
1732000437.2030718,90,16
1732000437.2129493,88,16
1732000437.223022,87,16
1732000437.2332778,88,16
1732000437.2431848,91,16
1732000437.2533433,86,16
1732000437.262951,90,16
1732000437.2731042,91,16
1732000437.2831802,95,16
1732000437.293083,91,16
1732000437.30326,93,16
1732000437.313123,95,16
