timestamp,emg_value_sensor1,emg_value_sensor2
1732001173.8670444,87,86
1732001173.8671987,83,81
1732001173.8672993,80,79
1732001173.8673933,77,76
1732001173.8675,78,86
1732001173.8676207,75,86
1732001173.8677485,74,81
1732001173.8680212,74,80
1732001173.8681948,74,77
1732001173.8682806,71,74
1732001173.8683658,69,77
1732001173.8684492,67,82
1732001173.8685317,78,78
1732001173.868615,80,79
1732001173.8686883,80,84
1732001173.8687613,81,81
1732001173.8688343,79,77
1732001173.868908,77,78
1732001173.8689814,77,82
1732001173.8690543,81,82
1732001173.869138,78,83
1732001173.869211,81,98
1732001173.8692963,78,104
1732001173.8693788,76,106
1732001173.8694503,80,97
1732001173.8695238,93,90
1732001173.8695962,92,88
1732001173.8696675,89,86
1732001173.8697538,85,84
1732001173.8698597,82,105
1732001173.8699338,80,110
1732001173.870008,80,108
1732001173.8700826,80,110
1732001173.870169,82,105
1732001173.8702443,83,100
1732001173.8703096,82,97
1732001173.870372,81,95
1732001173.870432,80,88
1732001173.8704917,76,88
1732001173.8705513,76,88
1732001173.8706114,78,86
1732001173.8706725,77,85
1732001173.8707328,77,81
1732001173.8707926,78,84
1732001173.8708534,77,93
1732001173.870913,77,97
1732001173.8709722,76,91
1732001173.8710315,74,90
1732001173.8710914,75,84
1732001173.8711627,80,97
1732001173.8712301,82,103
1732001173.8712986,84,106
1732001173.8713589,82,95
1732001173.8714225,83,109
1732001173.871485,85,105
1732001173.8715403,84,95
1732001173.8715956,92,85
1732001173.8716583,100,77
1732001173.8717124,96,97
1732001173.8717747,96,107
1732001173.8718364,91,128
1732001173.8718984,87,126
1732001173.871961,86,123
1732001173.872023,83,114
1732001173.872085,81,101
1732001173.8721623,81,101
1732001173.8722157,87,99
1732001173.8722777,85,104
1732001173.8723328,82,99
1732001173.8723955,78,105
1732001173.8724556,74,106
1732001173.872513,72,104
1732001173.8725696,82,106
1732001173.872629,86,109
1732001173.8726866,84,105
1732001173.8727446,79,100
1732001173.872802,75,120
1732001173.872865,78,126
