timestamp,emg_value_sensor1,emg_value_sensor2
1732000226.2167273,57,17
1732000226.2167985,58,16
1732000226.2168663,58,17
1732000226.216945,57,16
1732000226.217012,57,16
1732000226.2170777,56,16
1732000226.2171633,56,16
1732000226.217228,57,16
1732000226.2172935,58,16
1732000226.2173605,59,16
1732000226.2174265,58,16
1732000226.21749,59,16
1732000226.217555,60,16
1732000226.2176187,61,16
1732000226.2176826,61,16
1732000226.2177527,62,16
1732000226.2178183,63,16
1732000226.217884,63,16
1732000226.21795,65,16
1732000226.2180097,65,16
1732000226.2180676,64,16
1732000226.2181373,65,16
1732000226.2181957,65,17
1732000226.218254,64,16
1732000226.218313,63,16
1732000226.218372,63,16
1732000226.2184331,62,17
1732000226.2184918,61,16
1732000226.2185512,60,16
1732000226.2186103,58,16
1732000226.2186687,57,16
1732000226.2187269,56,16
1732000226.2187848,56,16
1732000226.218844,56,17
1732000226.2189026,55,16
1732000226.2189622,55,17
1732000226.2190218,55,16
1732000226.2190814,53,16
1732000226.2191527,53,16
1732000226.2192132,54,16
1732000226.219272,54,17
1732000226.2193315,54,16
1732000226.2193913,53,17
1732000226.2194493,54,16
1732000226.219508,54,16
1732000226.2195675,55,17
1732000226.2196274,55,16
1732000226.219687,56,17
1732000226.2197466,57,17
1732000226.2198057,57,17
1732000226.219864,58,16
1732000226.2199228,58,17
1732000226.219982,58,17
1732000226.2200408,59,16
1732000226.2201,60,16
1732000226.2201674,60,17
1732000226.220227,61,16
1732000226.2202873,61,16
1732000226.2203462,60,17
1732000226.2204058,59,16
1732000226.2204652,58,16
1732000226.220526,58,16
1732000226.2205894,58,16
1732000226.2206454,58,16
1732000226.2206993,57,16
1732000226.2207546,57,16
1732000226.2208097,55,16
1732000226.2208648,55,16
1732000226.22092,55,16
1732000226.2209752,54,16
1732000226.2210307,54,17
1732000226.221085,55,16
1732000226.221147,55,16
1732000226.2212026,56,16
1732000226.2212572,56,17
1732000226.2213118,57,16
1732000226.2213666,58,16
1732000226.2214239,58,16
1732000226.2214787,58,16
1732000226.2215326,57,16
1732000226.221587,57,16
1732000226.2216403,56,16
1732000226.2216911,56,17
1732000226.221742,56,16
1732000226.221793,56,16
1732000226.2218435,56,16
1732000226.2218945,56,16
1732000226.2219458,56,16
1732000226.2219963,56,17
1732000226.222047,57,16
1732000226.2220979,56,16
1732000226.2221563,57,16
1732000226.222207,56,16
1732000226.2222612,56,16
1732000226.2223144,58,16
1732000226.222366,58,16
1732000226.222417,61,17
1732000226.2224698,62,16
1732000226.2225213,63,16
1732000226.2225735,63,16
1732000226.2257783,65,16
1732000226.235865,66,16
1732000226.245945,67,16
1732000226.2557783,67,16
1732000226.2658958,68,16
1732000226.2760606,68,16
1732000226.2859778,71,16
1732000226.2959807,70,16
1732000226.3061428,70,16
1732000226.3161035,72,16
1732000226.3260427,71,16
1732000226.336281,70,17
1732000226.3463645,70,17
1732000226.3562763,70,16
1732000226.3663611,69,16
1732000226.3761787,68,16
1732000226.386325,68,16
1732000226.3964639,66,16
1732000226.4062703,66,17
1732000226.4163797,66,16
1732000226.4264386,66,16
1732000226.4364722,64,17
1732000226.4463847,66,16
1732000226.4564624,68,16
1732000226.4665217,68,16
1732000226.4764514,69,16
1732000226.486507,69,16
1732000226.4965985,70,16
1732000226.50637,70,16
1732000226.5164597,70,16
1732000226.5264711,71,16
1732000226.5365999,72,16
1732000226.546463,71,16
1732000226.5566645,71,16
1732000226.5667727,70,16
1732000226.576735,70,16
1732000226.586908,70,16
1732000226.5968711,69,16
1732000226.606616,68,16
1732000226.6167562,69,16
1732000226.6266928,69,16
1732000226.636507,68,16
1732000226.646503,68,16
1732000226.6564746,65,17
1732000226.6667445,65,16
1732000226.6767461,63,16
1732000226.6866007,61,16
1732000226.6966872,61,16
1732000226.70652,61,16
1732000226.7165856,61,16
1732000226.72667,62,16
1732000226.7366884,62,16
1732000226.7465603,61,16
1732000226.756484,60,16
1732000226.7665823,58,16
1732000226.776853,58,16
1732000226.7867131,58,16
1732000226.7965612,58,16
1732000226.8067377,59,16
1732000226.8167648,58,16
1732000226.8267188,59,17
1732000226.83682,59,16
1732000226.8467717,59,16
1732000226.856767,59,17
1732000226.866787,59,16
1732000226.8767877,59,16
1732000226.8867702,60,16
1732000226.8967633,60,16
1732000226.906858,60,16
1732000226.916886,61,16
1732000226.9267623,61,16
1732000226.936801,61,16
1732000226.9469314,62,16
1732000226.9569135,63,17
1732000226.9668872,63,16
1732000226.9769447,62,16
1732000226.9868972,63,16
1732000226.9968915,62,16
1732000227.0070994,62,16
1732000227.017022,61,16
1732000227.0269082,62,16
1732000227.037202,62,16
1732000227.0470886,61,16
1732000227.0570896,60,16
1732000227.0669692,62,16
1732000227.0771036,61,16
1732000227.0871542,60,16
1732000227.097043,61,16
1732000227.10728,61,16
1732000227.1172483,60,16
1732000227.1272132,60,16
1732000227.137868,61,16
1732000227.147586,61,16
1732000227.1574414,61,16
1732000227.1674666,62,16
1732000227.1774282,62,16
1732000227.1875355,63,16
1732000227.197526,62,16
1732000227.207492,61,17
1732000227.2175217,60,16
1732000227.227631,60,17
1732000227.2375424,60,16
1732000227.2473278,61,16
1732000227.257252,61,16
1732000227.2673125,60,16
1732000227.2774544,60,16
1732000227.2874467,60,16
1732000227.297513,61,16
1732000227.3075094,61,16
1732000227.317496,62,16
1732000227.3274782,63,16
1732000227.3375082,64,16
1732000227.3474488,63,16
1732000227.3576334,65,16
1732000227.3675234,65,16
1732000227.377747,63,16
1732000227.3877382,65,16
1732000227.3976846,65,16
1732000227.4077358,66,16
1732000227.4176702,65,17
1732000227.427698,65,16
1732000227.437813,66,16
1732000227.4476686,66,17
1732000227.4576056,66,16
1732000227.4678085,65,16
1732000227.4778225,64,16
1732000227.487729,65,16
1732000227.497752,65,16
1732000227.5078657,65,16
1732000227.5179667,63,16
1732000227.5280547,63,16
1732000227.5379934,63,16
1732000227.5480764,64,16
1732000227.5581374,63,16
1732000227.5680974,63,16
1732000227.578022,64,16
1732000227.588048,65,16
1732000227.5980437,64,16
1732000227.608217,65,17
1732000227.6184187,66,16
1732000227.628236,67,16
1732000227.6383486,67,16
1732000227.6483333,67,16
1732000227.6583455,68,16
1732000227.6685371,68,16
1732000227.6784205,69,16
1732000227.6883116,68,16
1732000227.6982446,67,16
1732000227.7083814,67,16
1732000227.718399,67,16
1732000227.728474,65,16
1732000227.7385526,64,16
1732000227.7486575,63,16
1732000227.758427,61,16
1732000227.7686803,61,16
1732000227.7783678,61,16
1732000227.7884986,62,16
1732000227.7985919,62,16
1732000227.8085692,61,16
1732000227.8184307,61,16
1732000227.8285332,61,16
1732000227.8385046,61,16
1732000227.8483295,61,16
1732000227.8583255,61,16
1732000227.8684533,61,16
1732000227.878354,61,16
1732000227.8883924,61,16
1732000227.89836,60,17
1732000227.9085205,60,16
1732000227.9184713,62,16
