timestamp,emg_value_sensor1,emg_value_sensor2
1732002332.4669998,66,141
1732002332.4670832,64,126
1732002332.4671865,62,119
1732002332.4672625,61,137
1732002332.4673383,59,140
1732002332.467414,60,158
1732002332.4674888,61,158
1732002332.467563,61,140
1732002332.4676378,61,128
1732002332.4677136,60,143
1732002332.4677885,61,134
1732002332.4678652,63,151
1732002332.4679394,66,161
1732002332.4680138,67,192
1732002332.4680884,65,176
1732002332.468176,64,155
1732002332.46825,66,151
1732002332.4683251,65,154
1732002332.4683993,63,147
1732002332.4684734,62,150
1732002332.4685464,62,164
1732002332.4686205,62,166
1732002332.4686942,62,166
1732002332.4687686,63,151
1732002332.4688435,63,147
1732002332.4689178,65,156
1732002332.4689922,66,165
1732002332.4690657,64,174
1732002332.4691513,62,167
1732002332.469219,61,154
1732002332.4692862,61,142
1732002332.4693537,59,141
1732002332.46942,58,133
1732002332.4694884,57,131
1732002332.4695559,57,123
1732002332.4696236,61,122
1732002332.4696908,61,118
1732002332.4697583,60,120
1732002332.4698253,59,131
1732002332.4698923,61,139
1732002332.4699605,60,131
1732002332.4700224,63,116
1732002332.4700832,63,108
1732002332.4701533,63,123
1732002332.470214,64,142
1732002332.4702744,63,138
1732002332.4703357,63,127
1732002332.470398,62,114
1732002332.4704595,63,129
1732002332.4705207,62,132
1732002332.4705818,60,140
1732002332.4706435,67,167
1732002332.4707053,67,160
1732002332.4707665,65,147
1732002332.4708278,65,141
1732002332.4708896,66,148
1732002332.4709504,66,146
1732002332.4710116,63,136
1732002332.4710736,62,130
1732002332.4711366,61,125
1732002332.4711933,61,135
1732002332.4712508,59,129
1732002332.4713075,57,126
1732002332.471365,57,125
1732002332.4714222,60,128
1732002332.4714825,58,138
1732002332.47154,63,133
1732002332.471597,64,128
1732002332.4716551,64,132
1732002332.4717128,62,130
1732002332.4717696,60,131
1732002332.4718254,59,125
1732002332.4718776,58,116
1732002332.4719307,58,114
1732002332.4719841,61,131
1732002332.472037,60,134
1732002332.4720898,59,131
1732002332.4721541,58,137
1732002332.4722075,59,148
1732002332.4722612,62,147
1732002332.472314,63,134
1732002332.4723673,66,123
1732002332.47242,65,116
1732002332.4724734,63,118
1732002332.4725273,62,114
1732002332.4725814,61,110
1732002332.4726346,60,114
1732002332.4726882,60,151
1732002332.4727426,58,156
1732002332.4727964,62,151
1732002332.4728503,61,137
1732002332.4729044,62,128
1732002332.4729598,62,118
1732002332.473016,62,110
1732002332.4730718,60,104
1732002332.4731333,59,95
1732002332.4777787,59,124
1732002332.4778478,59,123
1732002332.4779115,58,164
1732002332.4779768,58,182
1732002332.4780445,57,168
1732002332.478125,60,148
1732002332.4781945,62,142
1732002332.4782622,63,142
1732002332.4783309,64,149
1732002332.4783983,63,147
1732002332.4784658,63,149
1732002332.478533,63,156
1732002332.4786015,63,140
1732002332.478675,63,143
1732002332.4787426,62,144
1732002332.6281748,61,135
1732002332.6282434,61,131
1732002332.6283011,61,124
1732002332.6283581,66,147
1732002332.6284146,67,153
1732002332.6284711,65,143
1732002332.6285276,64,154
1732002332.6285837,65,164
1732002332.6286414,63,145
1732002332.6287038,66,138
1732002332.6287675,70,136
1732002332.628824,69,130
1732002332.628881,66,122
1732002332.628938,65,135
1732002332.6289945,63,138
1732002332.77831,62,151
1732002332.778374,62,144
1732002332.778433,61,140
1732002332.7784925,62,129
1732002332.7785506,65,119
1732002332.7786086,67,120
1732002332.7786667,66,142
1732002332.7787256,64,142
1732002332.7787838,62,134
1732002332.778842,64,139
1732002332.7788992,63,146
1732002332.7789571,62,163
1732002332.7790167,61,161
1732002332.779074,60,157
1732002332.779143,60,147
1732002332.9284964,64,134
1732002332.9285514,65,126
1732002332.9286017,64,149
1732002332.9286516,63,159
1732002332.9287004,62,152
1732002332.9287496,63,144
1732002332.9287982,63,161
1732002332.9288473,62,160
1732002332.928898,65,142
1732002332.928948,67,132
1732002332.9289968,68,143
1732002332.9290469,70,151
1732002332.9290957,69,148
1732002332.9291558,69,150
1732002332.9292064,69,141
1732002333.078734,68,132
1732002333.0788188,67,125
1732002333.0789027,66,132
1732002333.0789785,66,145
1732002333.0790527,68,138
1732002333.0791469,67,142
1732002333.0792215,67,129
1732002333.079293,65,123
1732002333.0793612,65,134
1732002333.0794306,64,134
1732002333.0794995,64,123
1732002333.0795689,62,122
1732002333.0796366,62,123
1732002333.079704,64,121
1732002333.0797718,63,122
1732002333.2289891,65,125
1732002333.2290626,66,121
1732002333.2291477,66,117
1732002333.229217,65,139
1732002333.2292864,64,144
1732002333.2293494,63,160
1732002333.2294123,62,167
1732002333.2294767,61,161
1732002333.2295394,63,160
1732002333.2296019,63,145
1732002333.2296638,65,128
1732002333.2297263,64,133
1732002333.229788,64,157
1732002333.22985,62,169
1732002333.2299125,61,160
1732002333.3792827,60,152
1732002333.3793375,59,154
1732002333.379388,57,144
1732002333.3794386,59,134
1732002333.3794887,58,143
1732002333.379539,59,144
1732002333.3795886,61,138
1732002333.3796413,60,137
1732002333.3796911,60,160
1732002333.379741,62,174
1732002333.37979,61,158
1732002333.3798392,59,139
1732002333.3798878,60,128
1732002333.379938,61,124
1732002333.3799872,62,119
1732002333.5295568,60,117
1732002333.529626,59,104
1732002333.529698,60,119
1732002333.52976,60,142
1732002333.529821,61,163
1732002333.5298827,63,150
1732002333.5299459,65,148
1732002333.5300083,65,153
1732002333.530082,65,155
1732002333.5301776,68,138
1732002333.5302465,66,122
1732002333.5303137,64,116
1732002333.53038,63,113
1732002333.5304484,62,111
1732002333.5305145,61,122
1732002333.679526,60,158
1732002333.679595,61,148
1732002333.6796587,60,146
1732002333.6797223,63,147
1732002333.6797857,68,131
1732002333.6798491,68,124
1732002333.6799119,66,121
1732002333.679973,65,143
1732002333.6800303,64,138
1732002333.6800878,63,134
1732002333.6801593,63,132
1732002333.6802168,62,133
1732002333.6802795,62,124
1732002333.6803377,61,122
1732002333.6803946,60,117
1732002333.8299093,60,114
1732002333.8299787,60,113
1732002333.8300457,63,125
1732002333.8301558,63,134
1732002333.8302236,63,141
1732002333.8302915,61,133
1732002333.8303604,60,141
1732002333.830428,62,141
1732002333.830496,61,140
1732002333.830565,60,136
1732002333.8306327,59,146
1732002333.8307004,62,147
1732002333.8307683,61,147
1732002333.830837,60,144
1732002333.8309047,62,161
1732002333.9609988,61,153
1732002333.961166,63,141
1732002333.961299,63,124
1732002333.9614644,62,135
1732002333.9615881,65,134
1732002333.961711,65,127
1732002333.9618332,64,125
1732002333.9619555,63,116
1732002333.962177,62,120
1732002333.962246,63,128
1732002333.9623094,64,122
1732002333.9623718,65,108
1732002333.962427,63,96
1732002333.9706223,61,91
1732002334.0511956,61,110
1732002334.0512793,62,110
1732002334.051358,64,103
1732002334.051435,63,103
1732002334.0515108,63,105
1732002334.0516007,63,111
1732002334.0516753,63,102
1732002334.0517414,63,98
1732002334.0609732,65,99
1732002334.1312544,66,117
1732002334.1313558,68,129
1732002334.13145,66,132
1732002334.1315494,64,122
1732002334.1316178,65,118
1732002334.1316864,66,109
1732002334.131951,65,97
1732002334.280389,63,121
1732002334.2805612,62,132
1732002334.2806308,61,124
1732002334.2807019,60,124
1732002334.2807715,61,123
1732002334.2808495,60,111
1732002334.2809167,61,106
1732002334.2809849,61,118
1732002334.2810524,60,123
1732002334.281137,59,114
1732002334.2812047,59,117
1732002334.2812717,58,115
1732002334.28134,59,121
1732002334.2814064,59,117
1732002334.2814736,60,115
1732002334.4306474,60,121
1732002334.4307292,60,114
1732002334.4308043,63,116
1732002334.4308784,63,114
1732002334.4309525,64,127
1732002334.431027,64,155
1732002334.4310997,65,163
1732002334.4312046,64,150
1732002334.4312778,64,134
1732002334.4313505,63,126
1732002334.431425,65,111
1732002334.431498,66,104
1732002334.4315717,68,119
1732002334.4316456,68,121
1732002334.431721,66,118
1732002334.58085,66,115
