timestamp,emg_value_sensor1,emg_value_sensor2
1731999575.3162398,87,16
1731999575.31629,88,16
1731999575.3163366,89,16
1731999575.3163824,91,16
1731999575.3164287,90,16
1731999575.3164759,90,16
1731999575.3165214,87,16
1731999575.3165677,85,16
1731999575.316613,89,16
1731999575.3166587,85,16
1731999575.3167038,86,16
1731999575.3167481,89,16
1731999575.316794,89,16
1731999575.31684,88,16
1731999575.3168864,88,16
1731999575.3169336,84,16
1731999575.316982,85,16
1731999575.3170302,92,16
1731999575.317083,101,16
1731999575.3171442,100,16
1731999575.3171897,96,16
1731999575.3172355,92,16
1731999575.317282,88,16
1731999575.3173285,87,16
1731999575.3173742,88,16
1731999575.317421,91,16
1731999575.317467,88,16
1731999575.3175128,91,16
1731999575.3175588,93,16
1731999575.3176057,89,16
1731999575.3176525,90,16
1731999575.3176997,89,16
1731999575.3177466,89,16
1731999575.317795,88,15
1731999575.3178418,87,16
1731999575.3178883,88,16
1731999575.3179343,87,16
1731999575.317981,91,16
1731999575.3180268,91,16
1731999575.3180728,87,16
1731999575.318127,92,16
1731999575.3181741,92,16
1731999575.3182201,89,16
1731999575.3182666,89,16
1731999575.3183122,88,16
1731999575.3183582,88,16
1731999575.3184047,85,16
1731999575.3184507,81,16
1731999575.3184965,84,15
1731999575.3185418,82,16
1731999575.3185873,81,16
1731999575.3186326,80,15
1731999575.3186789,80,16
1731999575.3187249,93,16
1731999575.3187702,93,16
1731999575.318815,92,16
1731999575.31886,93,16
1731999575.3189058,88,16
1731999575.3189526,89,16
1731999575.3189976,87,16
1731999575.319042,89,16
1731999575.3190875,88,16
1731999575.3191395,90,16
1731999575.3191867,89,16
1731999575.3192315,90,16
1731999575.31928,91,16
1731999575.3193252,88,16
1731999575.31937,88,16
1731999575.319415,90,16
1731999575.3194602,91,16
1731999575.3195064,91,16
1731999575.319554,89,16
1731999575.3196008,92,15
1731999575.3196485,93,16
1731999575.3197005,100,16
1731999575.3197472,97,16
1731999575.319794,94,16
1731999575.3198404,89,16
1731999575.3198872,87,16
1731999575.3199327,86,16
1731999575.3199801,85,16
1731999575.320027,88,16
1731999575.3200734,94,16
1731999575.320126,91,16
1731999575.3201725,90,16
1731999575.3202174,86,16
1731999575.3202622,84,16
1731999575.3203075,82,16
1731999575.3203526,79,16
1731999575.3203986,82,16
1731999575.320444,84,16
1731999575.3204901,90,16
1731999575.3205364,91,16
1731999575.3205848,88,16
1731999575.320631,87,16
1731999575.3206775,86,16
1731999575.3207245,82,16
1731999575.3207703,84,16
1731999575.320816,84,16
1731999575.3208613,84,16
1731999575.3272662,87,16
1731999575.3372378,87,16
1731999575.347259,88,16
1731999575.3573782,86,16
1731999575.3674066,84,16
1731999575.3773906,83,16
1731999575.3873894,86,16
1731999575.397553,84,16
1731999575.4076605,85,16
1731999575.417701,88,16
1731999575.4277017,91,16
1731999575.4377327,89,16
1731999575.4476948,91,16
1731999575.4577553,93,16
1731999575.467836,90,16
1731999575.4778292,89,16
1731999575.4876435,87,16
1731999575.4975684,88,16
1731999575.5075393,92,16
1731999575.517682,90,16
1731999575.5276337,91,16
1731999575.5376558,92,16
1731999575.547625,88,16
1731999575.5575178,89,16
1731999575.5677412,93,16
1731999575.5776055,97,16
1731999575.6178565,101,16
1731999575.6179295,103,16
1731999575.6179967,102,16
1731999575.6180623,97,16
1731999575.6278408,98,16
1731999575.6378832,99,15
1731999575.6478076,95,16
1731999575.6576993,94,16
1731999575.6677482,89,16
1731999575.6778982,91,16
1731999575.687892,88,15
1731999575.697837,84,16
1731999575.707806,83,16
1731999575.7177901,83,16
1731999575.72784,86,16
1731999575.7378821,90,16
1731999575.7478826,91,16
1731999575.757887,89,16
1731999575.768042,85,16
1731999575.7778761,83,16
1731999575.7879217,85,16
1731999575.7979271,83,16
1731999575.8080413,81,16
1731999575.8180747,84,15
1731999575.8280442,90,15
1731999575.838066,88,16
1731999575.8482268,84,16
1731999575.8580718,87,16
1731999575.8681371,87,15
1731999575.8781762,86,15
1731999575.88814,87,16
1731999575.89826,84,16
1731999575.9083874,82,16
1731999575.918254,89,16
1731999575.9282718,88,16
1731999575.9382768,86,16
1731999575.948298,84,16
1731999575.9583058,86,16
1731999575.9682894,85,16
1731999575.978432,85,16
1731999575.9882998,88,16
1731999575.9983509,91,16
1731999576.0085518,88,16
1731999576.018426,94,16
1731999576.028457,98,15
1731999576.0384176,97,16
1731999576.0484166,94,16
1731999576.0585158,90,16
1731999576.068478,88,16
1731999576.0784755,84,16
1731999576.0884562,89,16
1731999576.0986772,93,16
1731999576.108636,89,16
1731999576.1187131,87,16
1731999576.1287258,86,16
1731999576.138756,85,16
1731999576.148631,83,16
1731999576.158647,93,16
1731999576.1686404,98,16
1731999576.1787488,94,16
1731999576.18865,90,16
1731999576.1987832,85,16
1731999576.2087123,84,16
1731999576.2189062,87,16
1731999576.2288985,90,16
1731999576.2388678,94,16
1731999576.248796,93,16
1731999576.258893,94,16
1731999576.268935,89,16
1731999576.2788923,85,16
1731999576.2890353,91,16
1731999576.2988806,87,16
1731999576.3092818,82,16
1731999576.3793013,106,16
1731999576.3794298,115,16
1731999576.3795595,112,16
1731999576.3796818,104,16
1731999576.3798048,104,16
1731999576.3799272,101,16
1731999576.3800344,95,16
1731999576.4195113,102,16
1731999576.4196692,105,15
1731999576.4198186,100,16
1731999576.4199488,95,16
1731999576.4294078,90,16
1731999576.4392595,87,16
1731999576.449381,96,16
1731999576.4594982,97,16
1731999576.4692976,98,16
1731999576.4793506,94,15
1731999576.4893486,88,16
1731999576.4995708,85,16
1731999576.5095947,83,16
1731999576.5193374,90,16
1731999576.5293555,94,16
1731999576.5394711,91,16
1731999576.5494416,94,16
1731999576.5593827,95,15
1731999576.5693135,91,16
1731999576.5793748,87,16
1731999576.5893385,83,15
1731999576.5994089,81,16
1731999576.6093948,83,16
1731999576.6194923,84,16
1731999576.6294227,91,16
1731999576.6394198,94,16
1731999576.6495905,92,16
1731999576.6596262,89,16
1731999576.6696568,88,16
1731999576.6797261,96,16
1731999576.689656,96,16
1731999576.6995301,93,16
1731999576.7097952,87,16
1731999576.7497942,108,16
1731999576.7498462,108,16
1731999576.749894,102,16
1731999576.7499359,96,16
1731999576.7998416,108,16
1731999576.799918,106,16
1731999576.7999957,103,15
1731999576.800065,101,16
1731999576.8001444,97,16
1731999576.8098714,93,16
1731999576.8199964,87,16
1731999576.8298814,87,16
1731999576.8397906,92,16
1731999576.8500693,91,16
1731999576.8602202,88,16
1731999576.8700614,84,16
1731999576.8800056,87,16
1731999576.8902216,90,16
1731999576.9000692,88,16
1731999576.910083,92,16
1731999576.9199705,92,16
1731999576.9299998,92,16
1731999576.9399705,92,16
1731999576.9500299,90,16
1731999576.960009,89,16
1731999576.9700015,85,16
1731999576.980168,92,16
1731999576.9900422,91,16
1731999577.0000217,92,16
1731999577.0102923,89,16
1731999577.0203166,86,16
1731999577.0302067,88,16
1731999577.0400863,84,16
1731999577.0501013,85,16
1731999577.0602362,83,16
1731999577.0701494,82,16
1731999577.0801969,81,16
1731999577.0901675,79,16
1731999577.1001992,77,16
1731999577.110343,84,16
1731999577.1203153,89,16
1731999577.130301,92,16
1731999577.140339,89,16
1731999577.1504278,88,16
1731999577.160484,86,15
1731999577.1704102,82,16
1731999577.1804485,79,16
1731999577.1903698,84,16
1731999577.2004857,82,16
1731999577.2105145,88,16
1731999577.2205107,87,16
1731999577.2304425,87,16
1731999577.2403927,90,16
1731999577.2504802,86,16
1731999577.2606087,82,16
1731999577.270565,85,16
1731999577.2806635,81,16
1731999577.2906215,81,16
1731999577.3005772,78,16
1731999577.3106973,80,16
1731999577.320522,79,16
