timestamp,emg_value_sensor1,emg_value_sensor2
1732000994.7548897,54,67
1732000994.755039,53,61
1732000994.7552564,52,57
1732000994.7554176,52,52
1732000994.7556043,52,49
1732000994.755847,54,50
1732000994.7561016,55,56
1732000994.756332,56,62
1732000994.7564888,55,57
1732000994.7566369,55,57
1732000994.7567804,53,57
1732000994.7569227,54,58
1732000994.7570662,56,69
1732000994.7574587,56,63
1732000994.75753,56,63
1732000994.7575912,56,63
1732000994.7576528,56,58
1732000994.7577188,56,53
1732000994.7577755,56,51
1732000994.7578316,56,56
1732000994.7578871,56,71
1732000994.7579422,56,69
1732000994.7579963,56,64
1732000994.7580514,55,60
1732000994.7581058,54,54
1732000994.7581797,54,52
1732000994.7582335,54,64
1732000994.7582877,54,65
1732000994.7583418,54,64
1732000994.7583966,54,59
1732000994.7584512,54,59
1732000994.758505,56,60
1732000994.75856,56,61
1732000994.758614,56,58
1732000994.7586641,56,55
1732000994.7587154,56,49
1732000994.7587655,56,45
1732000994.7588155,56,40
1732000994.7588658,57,44
1732000994.758917,58,50
1732000994.758968,57,52
1732000994.7590187,57,50
1732000994.7590692,56,53
1732000994.7591255,56,50
1732000994.759176,55,45
1732000994.759227,54,41
1732000994.7592773,54,49
1732000994.7593274,54,54
1732000994.7593777,53,51
1732000994.7594285,53,48
1732000994.7594795,55,50
1732000994.75953,56,48
1732000994.7595809,55,56
1732000994.7596319,55,59
1732000994.7596817,56,52
1732000994.7597325,55,48
1732000994.759783,55,49
1732000994.7598345,57,69
1732000994.7598813,57,65
1732000994.7599285,58,61
1732000994.7599757,58,55
1732000994.760022,58,50
1732000994.7600694,57,44
1732000994.7601216,56,48
1732000994.760168,55,50
1732000994.7602198,55,54
1732000994.7602668,54,57
1732000994.760313,54,53
1732000994.7603605,55,49
1732000994.7604067,54,47
1732000994.7604532,53,53
1732000994.7604997,53,61
1732000994.7605462,53,55
1732000994.7605934,53,56
1732000994.7606447,53,56
1732000994.760695,53,58
1732000994.7607453,53,57
1732000994.7607994,53,60
1732000994.7608502,52,61
1732000994.7609012,52,63
1732000994.7609518,52,60
1732000994.7610028,52,53
1732000994.7610538,51,55
1732000994.7611043,51,55
1732000994.7611616,51,57
1732000994.7612174,52,71
1732000994.7612681,52,65
1732000994.7613187,53,60
1732000994.7613692,53,55
1732000994.7614207,53,58
1732000994.7614717,53,61
1732000994.761523,54,56
1732000994.7615738,56,51
1732000994.7616253,56,49
1732000994.7616754,55,44
1732000994.761726,55,56
1732000994.7617764,55,66
1732000994.7618268,57,66
1732000994.761878,56,60
1732000994.7619257,55,54
1732000994.7644787,55,66
1732000994.7744133,59,70
1732000994.784523,59,63
1732000994.7945495,58,58
1732000994.804408,58,62
1732000994.8144772,56,70
1732000994.824547,55,67
1732000994.834479,55,61
1732000994.8443844,54,55
1732000994.8544238,53,55
1732000994.8645298,53,66
1732000994.8744094,54,66
1732000994.884637,54,63
1732000994.8945966,53,63
1732000994.9046695,52,60
1732000994.91462,51,56
1732000994.9245162,52,51
1732000994.9345226,53,56
1732000994.9445612,54,59
1732000994.954699,54,56
1732000994.9646597,53,50
1732000994.974613,53,48
1732000994.9845998,54,57
1732000994.9948347,54,66
1732000995.0047076,54,62
1732000995.0146618,53,58
1732000995.0246768,52,57
1732000995.0348547,53,58
1732000995.0448074,54,60
1732000995.0549414,54,54
1732000995.0649397,54,57
1732000995.0749776,53,58
1732000995.0848765,54,59
1732000995.0948803,55,58
1732000995.104787,56,56
1732000995.1148694,56,53
1732000995.124975,57,51
1732000995.1348958,58,46
1732000995.144896,59,42
1732000995.154833,58,44
1732000995.1648881,58,49
1732000995.1748679,58,52
1732000995.1851652,59,55
1732000995.195152,58,51
1732000995.20513,59,45
1732000995.215075,59,56
1732000995.2252285,59,58
1732000995.2352023,60,56
1732000995.2451496,60,50
1732000995.2549632,58,46
1732000995.2651641,57,47
1732000995.2750616,56,48
1732000995.2850313,57,48
1732000995.2951732,55,46
1732000995.3051336,54,47
1732000995.3151658,54,52
1732000995.32522,54,62
1732000995.335155,54,56
1732000995.3451996,54,51
1732000995.3555584,54,48
1732000995.3653471,53,43
1732000995.3752575,52,39
1732000995.3852339,52,44
1732000995.3955047,52,44
1732000995.405521,52,47
1732000995.415506,52,49
1732000995.4254415,52,45
1732000995.4354746,54,42
1732000995.445381,53,41
1732000995.455778,52,39
1732000995.4655635,52,36
1732000995.475487,52,40
1732000995.4855847,52,45
1732000995.4955184,52,49
1732000995.5056677,52,56
1732000995.5157094,51,53
1732000995.5256007,51,52
1732000995.535536,52,51
1732000995.5455468,52,48
1732000995.555569,53,49
1732000995.5655224,53,50
1732000995.5756109,54,54
1732000995.5855472,53,52
1732000995.5955818,54,61
1732000995.605579,53,58
1732000995.6155896,53,55
1732000995.6258233,55,51
1732000995.6357677,57,76
1732000995.6457646,59,93
1732000995.6562846,57,84
1732000995.6659713,56,75
1732000995.6759157,56,69
1732000995.6858895,55,63
1732000995.6957908,54,60
1732000995.705774,56,54
1732000995.715744,56,60
1732000995.7257998,54,64
1732000995.735847,55,66
1732000995.7459185,56,65
1732000995.7559726,56,64
1732000995.7659538,55,58
1732000995.7758799,54,54
1732000995.7858393,53,54
1732000995.7960181,54,51
1732000995.806089,54,48
1732000995.815997,53,45
1732000995.8259466,53,44
1732000995.835944,54,51
1732000995.8459997,54,54
1732000995.856179,55,52
1732000995.8661964,54,52
1732000995.8761888,54,51
1732000995.8860586,54,51
1732000995.8962035,53,46
1732000995.9062686,52,42
1732000995.9161754,53,42
1732000995.9262266,52,39
1732000995.9360766,52,36
1732000995.946328,52,47
1732000995.95692,52,56
1732000995.9663057,53,52
1732000995.9762373,54,57
1732000995.9863625,56,86
1732000995.996321,56,81
1732000996.0062082,55,75
1732000996.0162454,55,67
1732000996.0262563,54,61
1732000996.0362334,53,55
1732000996.046245,52,50
1732000996.0564945,52,49
1732000996.066358,53,56
1732000996.0764184,54,65
1732000996.0864072,54,64
1732000996.0965421,55,71
1732000996.1064517,56,76
1732000996.1166701,56,71
1732000996.126611,55,64
1732000996.1364903,54,57
1732000996.1464827,53,55
1732000996.156493,53,50
1732000996.166608,53,49
1732000996.1766155,52,49
1732000996.1865487,53,53
1732000996.1965098,54,59
