timestamp,emg_value_sensor1,emg_value_sensor2
1732002357.2394795,64,104
1732002357.2395525,61,103
1732002357.2396212,62,119
1732002357.2396953,64,110
1732002357.239762,66,121
1732002357.239831,64,128
1732002357.2398973,63,134
1732002357.2399654,61,142
1732002357.2400317,60,133
1732002357.2401323,60,129
1732002357.240201,60,120
1732002357.2402706,59,126
1732002357.2403374,59,125
1732002357.2403982,59,121
1732002357.240459,59,123
1732002357.2405202,58,137
1732002357.240581,57,129
1732002357.2406425,57,143
1732002357.2407038,57,134
1732002357.2407641,57,134
1732002357.2408245,57,128
1732002357.2408843,56,130
1732002357.2409446,58,146
1732002357.241005,61,162
1732002357.2410653,64,165
1732002357.2411344,66,146
1732002357.2413197,64,144
1732002357.2413824,62,131
1732002357.2414412,62,117
1732002357.241499,61,120
1732002357.241557,62,131
1732002357.2416139,63,145
1732002357.2416708,63,148
1732002357.2417302,62,149
1732002357.241787,61,174
1732002357.2418442,59,163
1732002357.2419012,59,148
1732002357.2419577,59,142
1732002357.2420142,59,144
1732002357.242072,59,144
1732002357.2421396,60,154
1732002357.2421968,61,166
1732002357.242253,59,164
1732002357.2423103,58,148
1732002357.242363,60,133
1732002357.2424157,62,140
1732002357.2424679,64,142
1732002357.2425213,62,132
1732002357.2425737,61,120
1732002357.2426267,61,124
1732002357.2426796,61,143
1732002357.242732,60,133
1732002357.2427855,58,119
1732002357.2428396,59,120
1732002357.2428935,60,130
1732002357.242947,59,115
1732002357.2429998,60,102
1732002357.2430522,61,101
1732002357.2431042,65,111
1732002357.243159,63,108
1732002357.2432084,62,113
1732002357.2432575,62,118
1732002357.243307,62,114
1732002357.2433562,60,102
1732002357.2433994,60,91
1732002357.2434497,63,101
1732002357.2434988,63,116
1732002357.2435477,61,108
1732002357.2435968,59,107
1732002357.2436473,61,131
1732002357.2436967,60,142
1732002357.2437463,59,127
1732002357.2437959,57,124
1732002357.2438464,57,110
1732002357.243896,57,107
1732002357.243946,59,104
1732002357.2439952,57,108
1732002357.2440479,57,100
1732002357.2440915,57,99
1732002357.2441494,58,103
1732002357.2441998,57,125
1732002357.24425,59,117
1732002357.2442968,60,123
1732002357.2443428,59,136
1732002357.2443995,58,122
1732002357.2444687,60,111
1732002357.2445278,59,107
1732002357.2445755,59,106
1732002357.2446227,58,103
1732002357.244664,56,95
1732002357.2625833,57,107
1732002357.2626796,59,144
1732002357.262772,59,132
1732002357.2628663,58,121
1732002357.2629583,58,126
1732002357.2630491,59,134
1732002357.2632484,58,147
1732002357.2633033,62,181
1732002357.2633502,62,189
1732002357.2633963,60,179
1732002357.2634423,59,161
1732002357.2634876,63,144
1732002357.2635338,62,150
1732002357.2635827,63,145
1732002357.2636309,61,137
1732002357.4126325,61,140
1732002357.4126863,60,160
1732002357.4127312,59,158
1732002357.412776,60,153
1732002357.412824,61,150
1732002357.4128675,59,146
1732002357.4129114,59,140
1732002357.4129548,58,134
1732002357.412999,60,133
1732002357.413043,60,131
1732002357.4130924,60,125
1732002357.4131484,59,128
1732002357.413193,60,153
1732002357.413237,59,148
1732002357.4132807,59,134
1732002357.5628843,59,126
1732002357.5629017,58,129
1732002357.562918,58,114
1732002357.5629334,60,107
1732002357.5629492,59,108
